available,price,minimum_nights,maximum_nights,room_type,accomodates,bedrooms,beds,total_reviews,join_age,no_of_bath
0.0,129.0,1.0,365.0,Entire home/apt,4,1.0,2.0,14.0,2474,1.5
0.0,152.33,2.0,1125.0,Entire home/apt,4,1.0,2.0,0.0,2474,1.5
0.0,87.0,60.0,1125.0,Entire home/apt,6,2.0,4.0,31.0,2135,1.5
0.0,71.67,1.0,1125.0,Entire home/apt,6,1.0,3.0,128.0,2412,1.0
1.0,49.0,1.0,93.0,Entire home/apt,4,2.0,2.0,65.0,2864,1.0
0.0,95.0,1.0,1125.0,Private room,2,1.0,1.4600985221674876,3.0,2825,0.5
1.0,250.0,2.0,4.0,Private room,5,2.0,2.952718676122932,0.0,2825,1.5
0.0,60.0,2.0,30.0,Private room,2,1.0,1.0,0.0,2825,1.0
1.0,60.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,39.0,2085,1.0
1.0,58.33,2.0,1125.0,Entire home/apt,2,1.0,2.0,281.0,3595,1.0
0.0,118.0,2.0,1125.0,Entire home/apt,4,1.6022099447513811,2.0,24.0,3531,1.0
1.0,64.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,226.0,2331,1.0
1.0,600.0,2.0,30.0,Entire home/apt,8,3.0,4.0,24.0,3301,2.5
0.0,419.0,2.0,1125.0,Entire home/apt,8,3.0,4.0,0.0,3301,3.0
1.0,30.0,4.0,90.0,Private room,2,1.0,1.0,33.0,2058,1.0
0.0,35.0,1.0,1125.0,Private room,5,2.0,3.0,63.0,2115,1.0
0.0,50.0,2.0,3.0,Private room,2,1.0,1.0,36.0,2035,1.0
1.0,92.67,1.33,100.0,Private room,5,2.0,3.0,35.0,2034,1.0
0.0,59.0,1.0,1125.0,Entire home/apt,2,1.0,2.0,5.0,2034,1.0
1.0,44.33,2.0,1125.0,Private room,2,1.0,1.0,39.0,2146,1.5
0.0,140.0,2.0,1125.0,Entire home/apt,4,2.0,2.0,157.0,2609,1.5
1.0,210.0,2.0,1125.0,Private room,6,3.0,6.0,3.0,2460,1.0
1.0,70.0,2.0,1125.0,Private room,2,1.0,2.0,12.0,2460,1.0
0.0,75.0,1.0,1125.0,Entire home/apt,2,1.0,2.0,22.0,2543,1.0
1.0,100.33,2.0,1125.0,Entire home/apt,7,3.0,4.0,12.0,2967,1.5
0.0,59.0,2.0,300.0,Private room,1,1.0,1.0,15.0,2164,1.0
1.0,54.0,2.0,1125.0,Private room,2,1.0,1.0,5.0,2164,1.0
0.0,80.0,2.0,7.0,Entire home/apt,3,2.0,4.0,0.0,2961,2.0
1.0,218.0,1.0,1000.0,Private room,2,1.0,1.0,12.0,2002,1.0
1.0,146.33,1.0,1000.0,Private room,2,1.0,1.0,15.0,2002,1.0
1.0,229.0,1.0,1000.0,Private room,2,1.0,1.0,1.0,2002,1.0
1.0,137.0,1.0,1000.0,Private room,2,1.0,1.0,1.0,2002,1.0
1.0,188.33,1.0,1000.0,Private room,2,1.0,1.0,2.0,2002,1.0
1.0,177.33,1.0,1000.0,Private room,2,1.0,1.0,6.0,2002,1.0
0.0,63.0,4.0,20.0,Entire home/apt,3,1.0,1.0,5.0,2982,1.0
1.0,101.0,2.0,1125.0,Entire home/apt,4,1.0,4.0,40.0,2229,1.5
1.0,106.33,1.67,1125.0,Entire home/apt,4,1.0,4.0,87.0,2229,1.5
1.0,39.0,1.0,7.0,Private room,2,1.0,1.0,59.0,2366,1.5
0.0,60.0,2.0,1000.0,Entire home/apt,2,1.0,1.0,12.0,3034,1.0
1.0,60.0,29.0,1125.0,Entire home/apt,3,2.0,2.0,6.0,1991,1.0
0.0,46.0,29.0,1125.0,Entire home/apt,3,2.0,2.0,4.0,1991,2.0
1.0,50.0,29.0,1125.0,Entire home/apt,3,2.0,2.0,5.0,1991,2.0
1.0,58.0,29.0,1125.0,Entire home/apt,3,2.0,2.0,3.0,1991,1.5
1.0,50.0,29.0,1125.0,Entire home/apt,2,1.0,1.0,7.0,1991,1.0
0.0,48.0,29.0,1125.0,Entire home/apt,2,1.0,1.0,1.0,1991,1.0
1.0,60.0,21.0,1125.0,Entire home/apt,3,2.0,2.0,0.0,1991,1.0
1.0,46.0,29.0,1125.0,Entire home/apt,2,1.0,1.0,2.0,1991,1.0
0.0,56.0,29.0,1125.0,Entire home/apt,3,2.0,1.0,0.0,1991,1.5
0.0,80.0,2.0,90.0,Entire home/apt,4,2.0,2.0,91.0,2692,1.5
0.0,91.67,2.0,90.0,Entire home/apt,4,2.0,2.0,70.0,2692,1.5
0.0,71.0,12.0,1125.0,Entire home/apt,2,1.0,1.0,47.0,1983,1.5
0.0,55.0,7.0,1125.0,Private room,1,1.0,1.0,14.0,1983,1.0
0.0,250.0,30.0,650.0,Entire home/apt,7,3.0,4.0,16.0,2716,2.5
1.0,100.0,30.0,1125.0,Entire home/apt,4,1.0,4.0,216.0,1969,1.0
0.0,70.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,200.0,1968,1.0
0.0,85.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,78.0,1968,1.0
0.0,74.0,1.0,1125.0,Entire home/apt,3,1.0,1.0,241.0,2737,1.0
1.0,150.0,2.0,1125.0,Entire home/apt,2,1.0,2.0,75.0,1964,1.0
0.0,55.0,2.0,1125.0,Entire home/apt,3,1.0,1.0,2.0,2459,1.5
0.0,95.0,2.0,1125.0,Private room,4,2.0,3.0,32.0,1938,1.5
0.0,75.0,2.0,1125.0,Entire home/apt,3,1.0,2.0,38.0,1938,1.0
0.0,75.0,2.0,1125.0,Private room,2,1.0,2.0,2.0,1938,1.0
0.0,85.0,3.0,1125.0,Entire home/apt,4,2.0,2.0,72.0,2485,1.0
1.0,78.67,2.0,1125.0,Entire home/apt,2,1.0,1.0,0.0,2485,1.0
0.0,130.0,1.67,1125.0,Entire home/apt,6,2.0,3.0,56.0,1986,1.0
1.0,194.67,1.33,1125.0,Entire home/apt,6,2.0,4.0,46.0,1986,1.0
1.0,416.67,1.67,1125.0,Entire home/apt,8,3.0,4.0,1.0,1986,2.0
1.0,433.33,1.67,1125.0,Entire home/apt,8,3.0,4.0,3.0,1986,2.0
0.0,120.0,1.0,15.0,Entire home/apt,5,2.0,2.0,30.0,4028,1.5
0.0,53.67,1.0,28.0,Private room,2,1.0,1.0,40.0,4028,1.5
0.0,50.0,1.0,15.0,Private room,2,1.0,1.0,2.0,4028,1.5
0.0,66.67,20.0,1125.0,Entire home/apt,2,1.0,1.0,36.0,2773,1.0
0.0,73.0,3.0,1125.0,Entire home/apt,2,1.0,1.0,7.0,1982,1.0
1.0,175.0,1.0,1125.0,Entire home/apt,7,4.0,6.0,258.0,3006,2.5
1.0,55.0,2.0,99.0,Entire home/apt,3,1.0,1.0,18.0,1930,1.0
1.0,105.0,2.0,1125.0,Entire home/apt,5,2.0,2.0,44.0,1930,1.0
1.0,68.0,2.0,99.0,Entire home/apt,3,1.0,1.0,7.0,1930,1.0
1.0,99.0,2.0,99.0,Entire home/apt,4,2.0,2.0,26.0,1930,1.0
1.0,105.0,2.0,99.0,Entire home/apt,4,2.0,2.0,16.0,1930,1.0
1.0,99.0,2.0,99.0,Entire home/apt,5,2.0,2.0,31.0,1930,1.0
1.0,95.0,2.0,99.0,Entire home/apt,4,2.0,2.0,16.0,1930,1.0
1.0,89.0,3.0,1125.0,Entire home/apt,4,2.0,3.0,11.0,1930,1.0
1.0,69.0,3.0,200.0,Entire home/apt,2,1.0,1.0,9.0,1930,1.0
0.67,89.0,2.0,1125.0,Entire home/apt,4,2.0,2.0,27.0,1930,1.0
1.0,68.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,5.0,1930,1.0
1.0,99.0,3.0,1125.0,Entire home/apt,4,1.0,1.0,18.0,1930,1.0
1.0,70.0,3.0,1125.0,Entire home/apt,2,1.0,1.0,2.0,1930,1.0
1.0,89.0,3.0,1125.0,Entire home/apt,4,2.0,3.0,11.0,1930,1.0
1.0,70.0,3.0,1125.0,Entire home/apt,2,1.0,1.0,11.0,1930,1.0
1.0,110.0,1.0,1125.0,Entire home/apt,4,2.0,3.0,10.0,1930,1.0
1.0,73.0,3.0,180.0,Entire home/apt,4,1.6022099447513811,2.0,51.0,2324,1.0
0.0,79.0,3.0,1125.0,Entire home/apt,4,1.6022099447513811,1.0,16.0,2324,1.0
1.0,160.0,7.0,30.0,Entire home/apt,9,5.0,5.0,10.0,3201,1.0
0.0,65.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,101.0,3259,1.0
1.0,66.67,1.0,1125.0,Private room,2,1.0,1.0,60.0,1913,1.0
0.0,66.67,1.0,1125.0,Private room,2,1.0,1.0,2.0,1913,1.0
1.0,275.0,2.0,1125.0,Entire home/apt,6,3.0,6.0,51.0,2209,2.0
0.0,50.0,4.0,1125.0,Entire home/apt,3,2.0,3.0,22.0,1885,1.0
1.0,165.0,2.0,1125.0,Entire home/apt,5,3.0,3.0,15.0,1991,1.0
0.0,40.0,1.0,1125.0,Private room,2,1.0,1.0,60.0,2718,1.5
0.0,25.0,2.0,14.0,Private room,1,1.0,1.0,68.0,2718,1.0
1.0,90.0,4.0,1125.0,Entire home/apt,3,2.0,2.0,16.0,2591,1.0
0.0,59.0,2.0,730.0,Entire home/apt,2,1.0,1.0,3.0,2190,1.0
0.0,200.0,5.0,1125.0,Entire home/apt,8,4.0,5.0,0.0,2835,3.5
0.0,433.33,2.33,1125.0,Entire home/apt,10,3.0,7.0,43.0,3453,3.5
0.0,500.0,2.33,1125.0,Entire home/apt,14,4.0,14.0,37.0,3453,5.0
1.0,35.0,1.0,31.0,Entire home/apt,6,3.0,3.0,47.0,2548,0.5
1.0,193.33,14.0,365.0,Entire home/apt,6,3.0,5.0,31.0,2248,2.0
1.0,96.67,14.0,365.0,Entire home/apt,3,1.0,2.0,26.0,2248,1.0
1.0,51.67,5.0,365.0,Entire home/apt,2,1.0,2.0,3.0,2248,1.0
1.0,45.0,14.0,1125.0,Entire home/apt,1,1.0192307692307692,1.0,5.0,2248,1.0
0.0,85.0,16.0,200.0,Entire home/apt,3,1.0,2.0,1.0,2248,1.5
1.0,50.0,5.0,1125.0,Entire home/apt,2,1.0,2.0,0.0,2248,1.0
1.0,50.0,14.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,0.0,2248,1.0
1.0,80.0,7.0,365.0,Entire home/apt,2,1.0554016620498614,2.0,0.0,2248,0.5
1.0,65.0,16.0,1125.0,Entire home/apt,2,1.0554016620498614,1.1710526315789471,1.0,2248,1.0
0.0,108.33,2.0,30.0,Entire home/apt,5,3.0,3.0,14.0,2721,1.0
1.0,175.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,15.0,2380,1.0
0.0,86.67,2.0,1125.0,Entire home/apt,3,1.2846153846153847,2.0,21.0,1935,1.0
1.0,58.0,6.0,365.0,Entire home/apt,1,1.0,1.0,20.0,1822,1.0
0.0,50.0,5.0,365.0,Entire home/apt,1,1.0,1.0,27.0,1822,1.0
0.0,109.0,1.0,200.0,Entire home/apt,5,2.0,3.0,76.0,3052,1.0
0.0,80.0,90.0,180.0,Entire home/apt,7,4.0,5.0,6.0,2926,2.5
0.0,109.0,2.67,1125.0,Entire home/apt,2,1.0,1.0,1.0,1824,1.0
0.0,100.0,3.0,13.0,Entire home/apt,5,3.0,3.0,6.0,1802,2.5
0.0,100.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,22.0,1801,1.0
0.0,50.0,15.0,1125.0,Entire home/apt,2,1.0,1.0,22.0,3557,1.0
1.0,50.0,3.0,1125.0,Entire home/apt,2,1.0,1.0,2.0,3226,1.0
1.0,65.0,1.0,1125.0,Entire home/apt,4,1.0,1.0,67.0,2249,1.5
0.0,75.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,68.0,3108,1.0
0.0,99.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,138.0,2395,1.5
1.0,89.0,2.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,149.0,3171,1.0
0.0,125.0,2.0,1125.0,Entire home/apt,3,2.0,2.0,17.0,3242,1.5
1.0,151.0,30.0,1125.0,Entire home/apt,6,3.0,4.0,110.0,1876,1.5
1.0,59.0,2.0,5.0,Private room,2,1.0,1.0,85.0,1786,1.0
0.0,118.33,2.0,1125.0,Entire home/apt,3,2.0,2.0,13.0,2963,2.5
1.0,120.0,3.0,1125.0,Entire home/apt,4,2.0,3.0,3.0,2963,1.5
1.0,120.0,3.0,1125.0,Entire home/apt,4,2.0,2.0,1.0,2963,1.0
1.0,250.0,4.0,1125.0,Entire home/apt,6,2.0,3.0,4.0,1783,1.0
0.0,72.0,1.0,5.0,Private room,2,1.0,1.0,66.0,3080,1.0
1.0,50.0,1.0,1125.0,Private room,2,1.0,2.0,12.0,3080,1.5
0.0,57.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,71.0,2758,1.0
0.0,95.0,1.0,1125.0,Private room,2,1.0,1.0,78.0,1773,1.0
0.0,84.67,2.0,1125.0,Entire home/apt,2,1.0,1.0,156.0,2219,1.0
1.0,60.0,3.0,1125.0,Entire home/apt,2,1.0,1.0,3.0,2479,1.0
0.0,45.0,3.0,1125.0,Entire home/apt,1,1.0,1.0,81.0,2380,1.0
0.0,48.0,1.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,1.0,2380,1.0
1.0,48.0,3.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,13.0,2380,1.0
1.0,14.0,60.0,1125.0,Private room,1,1.0,1.0,0.0,2380,1.0
0.0,48.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,24.0,2155,1.0
0.0,200.0,1.0,1125.0,Entire home/apt,4,1.0,2.0,175.0,2456,1.0
0.0,40.0,2.0,7.0,Private room,2,1.0,1.0,43.0,3151,1.0
0.0,80.0,2.0,1125.0,Entire home/apt,5,2.0,3.0,29.0,2617,1.0
0.0,45.0,1.0,1125.0,Private room,2,1.0,1.0,14.0,2617,1.0
1.0,65.0,2.0,10.0,Private room,2,1.0,1.0,16.0,1749,1.0
0.0,49.33,2.0,1125.0,Entire home/apt,3,1.0,1.0,195.0,2475,1.0
1.0,163.33,5.0,30.0,Entire home/apt,5,2.0,5.0,18.0,2907,1.5
0.0,75.0,5.0,1125.0,Entire home/apt,2,1.0,1.0,149.0,2637,1.5
0.0,33.0,4.0,1125.0,Entire home/apt,2,1.0,1.0,68.0,2325,1.0
0.0,119.0,1.0,5.0,Entire home/apt,4,2.0,2.0,61.0,1812,1.0
0.0,54.0,1.0,1125.0,Private room,3,1.0,2.0,253.0,1733,1.0
0.0,50.67,1.0,1125.0,Private room,2,1.0,1.0,282.0,1733,1.0
0.0,55.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,79.0,1726,1.0
1.0,55.0,1.0,15.0,Entire home/apt,2,1.0554016620498614,1.0,1.0,1726,1.0
1.0,64.0,2.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,262.0,1772,1.0
1.0,56.33,2.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,263.0,1772,1.0
1.0,50.0,2.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,142.0,1772,1.0
1.0,63.0,2.0,1125.0,Entire home/apt,2,1.0554016620498614,1.1710526315789471,167.0,1772,1.0
1.0,200.0,3.0,1125.0,Entire home/apt,6,4.0,3.0,6.0,1793,2.0
1.0,300.0,3.0,1125.0,Entire home/apt,8,4.0,6.0,2.0,1793,2.5
0.0,38.0,1.0,7.0,Private room,2,1.0,1.0,77.0,2903,1.0
0.0,42.0,2.0,1125.0,Private room,3,1.2846153846153847,1.0,51.0,3892,1.0
0.0,50.0,1.0,90.0,Private room,2,1.0,1.0,103.0,2800,1.0
1.0,50.0,30.0,1125.0,Entire home/apt,4,2.0,2.0,43.0,3616,1.5
0.0,480.0,3.0,1125.0,Entire home/apt,8,4.0,4.0,9.0,1892,2.5
1.0,280.0,3.0,365.0,Entire home/apt,4,2.0,2.0,0.0,1892,2.5
1.0,96.67,1.0,1125.0,Entire home/apt,2,1.0,1.0,216.0,1811,1.5
0.0,97.33,2.0,1125.0,Entire home/apt,4,1.0,2.0,296.0,1684,1.5
0.0,59.0,3.0,1125.0,Entire home/apt,3,1.0,2.0,2.0,1684,1.0
1.0,52.0,1.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,386.0,1872,1.0
0.0,33.0,6.0,1125.0,Entire home/apt,2,1.0,1.0,40.0,2076,1.0
0.0,140.0,6.0,1125.0,Entire home/apt,2,1.0,1.0,23.0,2076,1.5
0.0,56.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,32.0,2126,1.0
1.0,107.33,2.0,28.0,Entire home/apt,4,2.0,2.0,105.0,2079,2.0
1.0,65.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,23.0,2447,1.0
0.0,40.0,1.0,1125.0,Private room,3,1.0,2.0,125.0,1789,1.0
0.0,40.0,1.0,1125.0,Private room,3,1.0,2.0,89.0,1789,1.0
0.0,47.0,2.0,7.0,Private room,2,1.0,2.0,3.0,2038,0.5
0.0,39.0,1.0,1125.0,Private room,4,1.6022099447513811,4.0,213.0,2897,1.0
0.0,49.67,1.0,1125.0,Private room,2,1.0,2.0,140.0,2897,1.0
0.0,55.0,1.0,1125.0,Private room,2,1.0,2.0,152.0,2897,1.0
0.0,49.67,1.0,1125.0,Private room,2,1.0554016620498614,1.0,149.0,2897,1.0
0.0,61.0,1.0,1125.0,Private room,2,1.0,2.0,123.0,2897,1.0
0.0,54.33,1.0,1125.0,Private room,2,1.0,2.0,135.0,2897,1.0
0.0,39.0,1.0,1125.0,Private room,2,1.0,2.0,115.0,2897,1.0
0.0,39.0,1.0,1125.0,Private room,2,1.0,1.0,43.0,2897,1.0
0.0,54.67,1.0,1125.0,Private room,2,1.0,2.0,67.0,2897,1.0
0.0,48.0,1.0,1125.0,Private room,2,1.0,2.0,39.0,2897,1.0
0.0,59.0,1.0,1125.0,Private room,2,1.0,2.0,41.0,2897,1.0
0.0,50.0,7.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,32.0,2625,1.0
1.0,35.0,1.0,30.0,Private room,2,1.0,1.0,39.0,2877,2.0
1.0,121.67,2.0,1125.0,Entire home/apt,2,1.0,1.0,16.0,2449,1.0
1.0,130.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,11.0,2449,1.0
1.0,175.0,7.0,60.0,Entire home/apt,3,2.0,2.0,0.0,2814,1.0
0.0,77.0,3.0,1125.0,Entire home/apt,3,1.0,2.0,109.0,3010,1.5
0.0,59.67,2.0,1125.0,Entire home/apt,2,1.0,1.0,291.0,2287,1.0
0.0,60.33,1.0,1125.0,Entire home/apt,4,2.0,4.0,79.0,1763,1.0
1.0,420.0,15.0,1125.0,Private room,10,10.0,10.0,1.0,1952,0.5
0.0,60.0,1.0,10.0,Private room,3,1.0,2.0,42.0,3276,1.0
0.0,75.0,1.0,1125.0,Entire home/apt,4,2.0,3.0,31.0,2436,1.5
1.0,40.0,1.0,1125.0,Private room,2,1.0,1.0,124.0,1603,1.5
1.0,50.0,1.0,1125.0,Private room,2,1.0,1.0,95.0,1603,1.5
0.0,135.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,2.0,2142,1.0
0.0,140.0,1.0,1125.0,Private room,2,1.0,2.0,4.0,2142,1.0
0.0,120.0,1.0,1125.0,Private room,2,1.0,1.0,0.0,2142,1.0
0.0,110.0,1.0,1125.0,Private room,2,1.0,1.4600985221674876,0.0,2142,1.0
0.0,100.33,2.0,1125.0,Entire home/apt,4,2.0,2.0,49.0,2336,1.0
1.0,60.0,300.0,365.0,Entire home/apt,1,1.0192307692307692,1.0,5.0,2099,1.0
0.0,50.0,2.0,1125.0,Private room,2,1.0,1.0,65.0,1568,1.0
0.0,95.0,1.0,31.0,Private room,2,1.0,1.0,11.0,2860,1.0
1.0,88.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,109.0,1566,1.0
0.0,180.0,3.0,1125.0,Entire home/apt,6,2.0,4.0,21.0,1878,2.5
0.0,500.0,100.0,1125.0,Entire home/apt,2,1.0,1.0,83.0,1563,1.5
0.0,300.0,100.0,365.0,Entire home/apt,2,1.0,1.0,0.0,1563,1.0
0.0,85.0,1.0,21.0,Entire home/apt,6,3.0,4.0,17.0,3141,1.0
1.0,65.67,3.0,1125.0,Entire home/apt,6,2.0,3.0,157.0,2335,1.0
1.0,59.0,3.0,1125.0,Entire home/apt,5,2.0,3.0,9.0,2335,1.0
1.0,89.0,1.0,21.0,Entire home/apt,6,1.0,4.0,156.0,1574,1.5
1.0,112.33,1.0,21.0,Entire home/apt,9,1.0,4.0,154.0,1574,1.5
1.0,89.0,1.0,13.0,Entire home/apt,4,2.0,4.0,75.0,1574,1.5
1.0,112.33,1.0,21.0,Entire home/apt,12,1.0,4.0,67.0,1574,1.5
1.0,82.33,1.0,13.0,Entire home/apt,6,1.0,6.0,60.0,1574,1.5
1.0,72.33,1.0,13.0,Entire home/apt,4,2.0,4.0,83.0,1574,1.5
1.0,95.67,1.0,13.0,Entire home/apt,4,2.0,4.0,61.0,1574,1.5
1.0,89.0,1.0,13.0,Entire home/apt,6,1.0,5.0,99.0,1574,1.5
1.0,95.67,1.0,21.0,Entire home/apt,9,1.0,4.0,95.0,1574,1.5
1.0,112.33,1.0,21.0,Entire home/apt,9,1.0,4.0,34.0,1574,1.5
1.0,112.33,1.0,13.0,Entire home/apt,12,2.0,7.0,99.0,1574,1.5
1.0,105.67,1.0,13.0,Entire home/apt,9,2.0,4.0,51.0,1574,1.5
1.0,89.0,1.0,13.0,Entire home/apt,15,3.0,8.0,82.0,1574,1.0
1.0,89.0,1.0,13.0,Entire home/apt,9,2.0,5.0,166.0,1574,1.0
1.0,82.33,1.0,13.0,Entire home/apt,12,2.0,6.0,58.0,1574,1.5
1.0,112.33,1.0,13.0,Entire home/apt,12,2.0,5.0,92.0,1574,2.0
1.0,95.67,1.0,13.0,Entire home/apt,7,1.0,6.0,47.0,1574,1.5
1.0,112.33,1.0,13.0,Entire home/apt,7,1.0,4.0,70.0,1574,2.0
1.0,112.33,1.0,13.0,Entire home/apt,9,2.0,4.0,13.0,1574,1.5
1.0,112.33,1.0,1125.0,Entire home/apt,8,1.0,4.0,10.0,1574,1.5
1.0,95.67,1.0,13.0,Entire home/apt,9,2.0,4.0,58.0,1574,1.5
1.0,112.33,1.0,13.0,Entire home/apt,9,2.0,4.0,37.0,1574,1.0
1.0,89.0,1.0,21.0,Entire home/apt,8,1.0,3.0,27.0,1574,1.5
1.0,112.33,1.0,13.0,Entire home/apt,12,2.0,5.0,135.0,1574,2.5
1.0,89.0,1.0,13.0,Entire home/apt,9,2.0,4.0,115.0,1574,1.5
1.0,89.0,1.0,13.0,Entire home/apt,12,2.0,6.0,20.0,1574,1.5
1.0,89.0,1.0,21.0,Entire home/apt,9,1.0,3.0,19.0,1574,1.5
1.0,72.33,1.0,13.0,Entire home/apt,12,2.0,6.0,14.0,1574,1.5
1.0,72.33,1.0,21.0,Entire home/apt,12,1.0,4.0,18.0,1574,1.5
1.0,89.0,1.0,13.0,Entire home/apt,6,2.0,3.0,37.0,1574,1.5
1.0,65.67,1.0,13.0,Entire home/apt,12,2.0,5.0,4.0,1574,1.5
1.0,82.33,1.0,13.0,Entire home/apt,12,2.0,5.0,27.0,1574,1.5
1.0,950.0,1.0,1125.0,Entire home/apt,16,3.0,5.0,0.0,1574,2.5
1.0,72.33,1.0,13.0,Entire home/apt,12,2.0,5.0,20.0,1574,2.0
1.0,112.33,1.0,13.0,Entire home/apt,12,2.0,4.0,33.0,1574,2.5
1.0,112.33,1.0,21.0,Entire home/apt,8,1.0,3.0,10.0,1574,1.5
1.0,95.67,1.0,21.0,Entire home/apt,8,1.0,4.0,14.0,1574,1.5
1.0,89.0,1.0,21.0,Entire home/apt,8,1.0,4.0,5.0,1574,1.5
1.0,82.33,1.0,21.0,Entire home/apt,8,1.0,4.0,22.0,1574,1.5
1.0,82.33,1.0,21.0,Entire home/apt,7,1.0,4.0,61.0,1574,1.5
1.0,112.33,1.0,21.0,Entire home/apt,11,1.0,3.0,6.0,1574,1.0
1.0,112.33,1.0,1125.0,Entire home/apt,15,3.0,6.0,14.0,1574,1.5
1.0,89.0,1.0,1125.0,Entire home/apt,12,2.0,4.0,5.0,1574,2.5
1.0,89.0,1.0,1125.0,Entire home/apt,12,2.0,3.0,7.0,1574,2.5
1.0,95.67,1.0,1125.0,Entire home/apt,8,2.0,3.0,8.0,1574,2.5
1.0,65.67,1.0,1125.0,Entire home/apt,12,2.0,3.0,3.0,1574,1.5
1.0,105.67,1.0,1125.0,Entire home/apt,15,3.0,6.0,7.0,1574,1.5
1.0,95.67,1.0,1125.0,Entire home/apt,14,3.0,5.0,5.0,1574,1.5
1.0,112.33,1.0,1125.0,Entire home/apt,12,3.0,5.0,18.0,1574,1.5
1.0,95.67,1.0,6.0,Entire home/apt,12,3.0,6.0,15.0,1574,3.0
1.0,72.33,1.0,10.0,Entire home/apt,12,2.0,4.0,3.0,1574,1.5
1.0,95.67,1.0,10.0,Entire home/apt,12,2.0,5.0,12.0,1574,1.5
1.0,89.0,1.0,10.0,Entire home/apt,14,2.0,7.0,7.0,1574,1.5
1.0,89.0,1.0,10.0,Entire home/apt,12,2.0,6.0,8.0,1574,1.5
1.0,112.33,1.0,10.0,Entire home/apt,12,2.0,5.0,7.0,1574,1.5
1.0,95.67,1.0,4.0,Entire home/apt,12,2.0,6.0,10.0,1574,1.0
1.0,112.33,1.0,10.0,Entire home/apt,7,1.0,4.0,10.0,1574,1.0
1.0,95.67,1.0,4.0,Entire home/apt,12,2.0,7.0,11.0,1574,1.0
1.0,95.67,1.0,10.0,Entire home/apt,7,1.0,4.0,11.0,1574,1.0
1.0,72.33,1.0,10.0,Entire home/apt,12,1.0,3.0,12.0,1574,1.0
1.0,79.0,1.0,10.0,Entire home/apt,7,2.4642857142857144,3.0,5.0,1574,1.0
1.0,112.33,1.0,10.0,Entire home/apt,9,1.0,2.0,0.0,1574,1.5
1.0,72.33,1.0,10.0,Entire home/apt,12,2.0,4.0,0.0,1574,1.5
0.0,62.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,214.0,1547,1.0
0.0,62.0,2.0,1125.0,Entire home/apt,2,1.0,3.0,13.0,1547,1.5
0.0,109.0,3.0,1125.0,Entire home/apt,2,1.0,1.0,0.0,2941,1.0
0.0,85.0,2.0,1125.0,Entire home/apt,4,2.0,3.0,146.0,1706,1.0
0.0,59.0,2.0,1125.0,Entire home/apt,2,1.0,2.0,112.0,1545,1.5
1.0,79.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,76.0,1545,1.0
1.0,80.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,23.0,1972,1.0
0.0,66.0,4.0,1125.0,Entire home/apt,6,3.0,5.0,61.0,2701,1.0
0.0,78.0,2.0,1125.0,Private room,2,1.0,1.0,48.0,1681,1.0
0.0,343.67,2.0,1125.0,Entire home/apt,8,4.0,4.0,78.0,2107,2.0
0.0,64.67,1.0,1125.0,Private room,2,1.0,2.0,96.0,1526,1.0
1.0,100.0,29.0,1124.0,Entire home/apt,4,1.0,1.0,16.0,2959,1.5
1.0,198.0,1.0,1125.0,Entire home/apt,4,1.0,2.0,1.0,1526,1.0
0.0,95.0,2.0,180.0,Private room,2,1.0,1.0,31.0,1531,1.0
1.0,81.67,1.0,1125.0,Private room,2,1.0,1.0,16.0,1933,1.0
1.0,65.0,1.0,1125.0,Private room,2,1.0,2.0,60.0,1933,1.0
0.0,160.0,30.0,1125.0,Entire home/apt,2,2.0,4.0,41.0,2421,1.5
0.0,17.0,1.0,3.0,Private room,1,1.0,1.0,122.0,2117,1.5
