available,price,minimum_nights,maximum_nights,room_type,accomodates,bedrooms,beds,total_reviews,join_age,no_of_bath
0.0,75.67,2.0,1125.0,Entire home/apt,8,2.0,5.0,159.0,2059,1.5
1.0,59.0,1.0,1125.0,Private room,2,1.0,1.0,167.0,1571,1.0
0.0,81.0,2.0,7.0,Entire home/apt,4,1.0,1.0,131.0,1632,1.0
1.0,46.0,1.0,1125.0,Private room,2,1.0,1.0,25.0,1658,1.0
1.0,82.33,1.0,1125.0,Entire home/apt,5,2.0,3.0,280.0,3400,1.0
1.0,85.67,1.0,1125.0,Entire home/apt,5,2.0,3.0,287.0,3400,1.0
0.0,86.67,6.0,1125.0,Entire home/apt,4,2.0,2.0,20.0,1489,2.5
0.0,75.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,2.0,3161,1.5
1.0,100.0,20.0,50.0,Entire home/apt,5,1.0,1.0,0.0,2811,1.0
0.0,95.0,2.0,1125.0,Entire home/apt,4,1.0,2.0,14.0,2078,1.0
0.0,173.67,1.67,1125.0,Entire home/apt,6,3.0,3.0,123.0,2427,1.0
0.0,175.67,1.0,1125.0,Entire home/apt,7,4.0,4.0,74.0,2427,1.0
0.0,185.0,30.0,1125.0,Entire home/apt,4,2.0,2.0,0.0,2427,1.0
0.0,84.0,4.0,1125.0,Entire home/apt,2,1.0,2.0,20.0,2752,1.0
1.0,71.0,7.0,120.0,Entire home/apt,2,1.0,1.0,22.0,4129,1.5
0.0,95.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,56.0,1850,1.5
0.0,63.33,1.0,1125.0,Private room,2,1.0,1.0,143.0,1930,1.0
0.0,75.0,2.0,7.0,Entire home/apt,2,1.0554016620498614,1.0,48.0,2538,1.0
1.0,90.0,3.0,1125.0,Entire home/apt,2,1.0,1.0,25.0,2359,1.0
0.0,119.67,2.0,1125.0,Entire home/apt,3,1.0,1.0,20.0,1449,1.5
0.0,140.0,2.0,1125.0,Entire home/apt,4,2.0,2.0,25.0,1449,1.5
1.0,70.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,33.0,2042,1.0
0.0,125.0,2.0,10.0,Entire home/apt,2,1.0,1.0,31.0,1470,1.0
1.0,140.0,1.0,101.0,Private room,3,1.0,2.0,2.0,1443,1.0
0.0,99.0,3.0,1125.0,Entire home/apt,4,2.0,2.0,11.0,3843,1.0
0.0,50.0,2.0,30.0,Entire home/apt,2,1.0,2.0,58.0,2332,1.0
0.0,40.0,8.0,400.0,Entire home/apt,2,1.0,1.0,25.0,3938,1.0
1.0,142.0,1.33,4.0,Private room,2,1.0,2.0,1.0,1460,1.0
1.0,127.0,1.0,4.0,Private room,2,1.0,2.0,7.0,1460,1.0
1.0,85.0,1.0,3.67,Private room,1,1.0,1.0,1.0,1460,1.0
0.0,100.0,6.0,1125.0,Entire home/apt,6,2.0,2.0,12.0,2477,1.5
0.0,135.0,1.0,28.0,Entire home/apt,7,3.0,5.0,31.0,1877,3.0
0.0,80.67,1.0,1125.0,Entire home/apt,2,1.0,1.0,78.0,2311,1.5
0.0,91.67,2.0,90.0,Entire home/apt,2,1.0,1.0,135.0,1522,1.0
1.0,78.33,2.0,90.0,Entire home/apt,4,2.0,2.0,10.0,1522,1.5
0.0,78.33,2.0,90.0,Entire home/apt,2,1.0554016620498614,1.0,22.0,1522,1.5
1.0,71.67,2.0,90.0,Entire home/apt,2,1.0554016620498614,1.0,10.0,1522,1.5
0.0,126.67,2.0,1125.0,Entire home/apt,2,1.0,1.0,14.0,1522,1.0
0.0,40.0,2.0,1125.0,Private room,2,1.0,1.0,105.0,2957,1.0
0.0,70.0,2.0,1125.0,Entire home/apt,4,2.0,3.0,23.0,2957,1.5
0.0,120.0,1.0,1125.0,Private room,2,1.0,1.0,1.0,1426,1.0
0.0,71.67,5.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,12.0,1629,1.0
0.0,59.0,5.0,1125.0,Entire home/apt,2,1.0,1.0,32.0,1420,1.0
1.0,37.0,30.0,1125.0,Entire home/apt,2,1.0,1.0,5.0,1420,1.0
0.0,73.33,2.0,1125.0,Entire home/apt,2,1.0,1.0,58.0,2385,1.0
1.0,101.0,1.0,1125.0,Entire home/apt,4,2.0,3.0,199.0,1412,1.0
1.0,79.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,95.0,1412,1.5
0.0,49.0,1.0,1100.0,Entire home/apt,3,1.0,2.0,34.0,1407,1.5
1.0,95.0,2.0,1125.0,Entire home/apt,4,1.0,2.0,50.0,2485,1.0
1.0,53.33,2.0,3.0,Entire home/apt,2,1.0,1.0,44.0,2485,1.5
1.0,146.67,2.0,1125.0,Entire home/apt,6,2.0,3.0,47.0,2485,2.0
0.0,90.0,2.0,30.0,Entire home/apt,4,2.0,4.0,8.0,2805,1.0
1.0,75.0,120.0,120.0,Entire home/apt,3,1.0,3.0,1.0,1400,1.0
1.0,50.0,14.0,1125.0,Entire home/apt,4,1.0,2.0,30.0,1435,1.5
0.0,70.0,2.0,1125.0,Entire home/apt,3,1.0,3.0,101.0,1395,1.0
1.0,58.33,2.0,1125.0,Entire home/apt,2,1.0,1.0,25.0,2514,1.0
0.0,110.0,2.0,1125.0,Entire home/apt,4,2.0,1.0,9.0,2204,1.5
1.0,38.0,2.0,31.0,Private room,1,2.0,2.0,37.0,1583,4.0
1.0,132.0,2.0,1125.0,Entire home/apt,4,2.0,2.0,22.0,1987,1.0
0.0,50.0,3.0,365.0,Entire home/apt,2,1.0,1.0,17.0,2478,1.0
1.0,180.0,2.0,1125.0,Entire home/apt,6,3.0,4.0,62.0,1393,1.0
1.0,180.0,2.33,1125.0,Entire home/apt,6,2.0,5.0,29.0,1393,1.0
1.0,240.0,2.0,1125.0,Entire home/apt,8,3.0,5.0,53.0,1393,1.0
0.0,78.0,2.0,1125.0,Entire home/apt,4,1.0,1.0,57.0,2496,1.5
1.0,84.67,2.0,1125.0,Entire home/apt,2,1.0,1.4600985221674876,21.0,2496,1.0
0.0,78.0,1.67,8.0,Entire home/apt,3,1.2846153846153847,2.0,26.0,1389,1.0
0.0,60.0,8.0,1125.0,Entire home/apt,2,1.0,1.0,19.0,2741,1.0
0.0,60.0,5.0,1125.0,Entire home/apt,2,1.0,1.0,68.0,2086,1.0
0.0,143.33,3.67,1125.0,Entire home/apt,4,2.0,2.0,45.0,2615,1.5
0.0,90.67,1.0,1125.0,Entire home/apt,4,1.0,2.0,3.0,2615,1.5
0.0,85.0,7.0,1125.0,Entire home/apt,2,1.0,2.0,0.0,1385,1.0
0.0,95.0,2.0,1125.0,Entire home/apt,5,2.0,2.0,16.0,2524,1.0
0.0,313.33,1.0,60.0,Entire home/apt,16,7.0,9.0,59.0,1882,3.5
1.0,390.67,1.0,1125.0,Entire home/apt,4,1.6022099447513811,1.0,70.0,1882,1.0
0.0,650.0,30.0,1125.0,Private room,3,1.0,2.0,9.0,1882,2.5
0.0,5800.0,1.0,1125.0,Private room,2,1.0,1.0,17.0,1882,2.5
0.0,650.0,30.0,1125.0,Private room,2,1.0,1.0,0.0,1882,2.5
1.0,25.0,61.0,1125.0,Private room,2,1.0554016620498614,1.0,0.0,1882,3.0
0.0,100.0,2.0,1125.0,Entire home/apt,4,2.0,2.0,91.0,1809,1.5
0.0,22.0,1.0,1125.0,Private room,3,1.0,3.0,50.0,1382,2.5
0.0,22.0,1.0,1125.0,Private room,2,1.0,1.0,182.0,1382,2.5
0.0,22.0,1.0,1125.0,Private room,2,1.0,1.0,136.0,1382,2.5
0.0,22.0,1.0,1125.0,Private room,3,1.0,2.0,138.0,1382,2.5
0.0,22.0,1.0,1125.0,Private room,2,1.0,1.0,1.0,1382,2.5
0.0,45.0,2.0,4.0,Entire home/apt,2,1.0,1.0,26.0,1868,1.0
0.0,70.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,1.0,2597,1.0
0.0,133.0,7.0,1125.0,Entire home/apt,5,2.0,3.0,5.0,2248,1.0
1.0,30.0,2.0,1125.0,Private room,1,1.0,1.0,5.0,1736,1.0
0.0,250.0,2.0,1125.0,Entire home/apt,4,2.0,2.0,1.0,1568,1.5
0.0,81.0,2.0,1125.0,Entire home/apt,4,1.0,2.0,318.0,1510,1.0
0.0,78.67,2.0,1125.0,Entire home/apt,2,1.0,1.0,18.0,1510,1.0
0.0,100.0,2.0,1125.0,Entire home/apt,4,2.0,4.0,18.0,1360,1.0
1.0,65.0,1.0,1125.0,Private room,2,1.0,1.0,2.0,1360,1.0
1.0,66.67,2.0,1125.0,Entire home/apt,2,1.0,1.0,9.0,1360,1.0
0.0,80.0,7.0,90.0,Entire home/apt,2,1.0,1.0,1.0,3349,1.0
0.0,82.0,2.0,90.0,Entire home/apt,3,2.0,3.0,6.0,3349,1.0
0.0,67.0,2.0,31.0,Private room,2,1.0,1.0,3.0,3349,1.0
0.0,75.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,8.0,3196,1.0
0.0,69.0,60.0,110.0,Entire home/apt,6,2.0,5.0,80.0,1786,1.0
0.0,200.0,1.0,1125.0,Entire home/apt,12,5.0,8.0,7.0,1786,3.0
0.0,150.0,2.0,1125.0,Entire home/apt,7,2.0,3.0,118.0,1911,2.0
0.0,119.0,2.33,1125.0,Entire home/apt,3,1.0,2.0,39.0,2652,1.5
0.0,78.0,2.0,1125.0,Private room,4,2.0,3.0,2.0,1509,1.0
0.0,23.0,2.0,300.0,Private room,2,1.0,1.0,22.0,1346,1.0
0.0,23.0,3.0,100.0,Private room,2,1.0,1.0,25.0,1346,1.0
1.0,140.0,2.0,1125.0,Entire home/apt,16,4.0,10.0,140.0,1346,3.5
0.0,35.0,2.0,10.0,Private room,3,2.0,2.0,34.0,1345,1.5
0.0,120.33,2.0,1125.0,Entire home/apt,4,2.0,2.0,89.0,1634,1.5
1.0,276.67,2.0,30.0,Entire home/apt,7,2.0,5.0,14.0,1343,2.5
0.0,185.0,2.0,30.0,Entire home/apt,6,2.0,3.0,1.0,1343,2.0
0.0,141.33,2.0,1125.0,Entire home/apt,8,4.0,6.0,73.0,2521,1.5
0.0,62.0,2.0,1125.0,Private room,2,1.0,1.0,103.0,2647,1.0
1.0,350.0,1.0,365.0,Private room,1,1.0,1.0,0.0,3479,1.0
1.0,80.33,1.0,1125.0,Entire home/apt,2,1.0,1.0,343.0,3363,1.5
1.0,69.33,1.0,1125.0,Entire home/apt,2,1.0,1.0,5.0,3363,1.5
0.0,41.0,4.0,1125.0,Private room,1,1.0192307692307692,1.0,27.0,1325,1.0
0.0,30.0,1.0,1125.0,Private room,2,2.0,1.0,58.0,2653,1.0
0.0,80.0,4.0,1125.0,Entire home/apt,1,1.0,1.0,10.0,2233,1.5
0.0,40.0,2.0,1125.0,Private room,2,1.0,1.0,52.0,1318,1.5
0.0,40.0,2.0,1125.0,Private room,2,1.0,1.0,60.0,1318,1.0
0.0,79.0,1.0,1125.0,Entire home/apt,4,1.0,2.0,54.0,1315,1.0
1.0,85.0,4.0,15.0,Entire home/apt,4,3.0,3.0,2.0,1318,1.5
0.0,68.33,1.0,1125.0,Entire home/apt,2,1.0,1.0,394.0,1313,1.0
0.0,75.0,1.0,365.0,Entire home/apt,2,1.0,1.0,7.0,1313,1.5
0.0,55.0,2.0,1125.0,Entire home/apt,3,2.0,2.0,119.0,2078,1.0
0.0,103.67,2.0,1125.0,Entire home/apt,2,1.0,1.0,6.0,2176,1.0
0.0,120.0,2.0,1125.0,Entire home/apt,4,3.0,3.0,25.0,1531,1.5
0.0,78.67,2.0,14.0,Entire home/apt,2,1.0,1.0,6.0,2500,1.0
1.0,95.0,14.0,180.0,Entire home/apt,4,2.0,1.0,13.0,1989,1.0
0.0,65.0,1.0,1125.0,Entire home/apt,2,1.0554016620498614,2.0,129.0,2260,1.0
0.0,65.0,1.0,1125.0,Entire home/apt,2,1.0554016620498614,2.0,100.0,2260,1.0
0.0,65.0,2.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,69.0,2260,1.0
0.0,105.0,1.0,1125.0,Entire home/apt,4,2.0,3.0,99.0,1540,1.5
1.0,100.0,28.0,1125.0,Entire home/apt,4,2.0,3.0,62.0,1290,1.5
0.0,60.0,2.0,30.0,Private room,2,1.0,1.0,33.0,2937,1.5
0.0,70.0,5.0,1125.0,Entire home/apt,2,1.0,1.0,34.0,1285,1.0
0.0,83.33,2.0,1125.0,Entire home/apt,4,1.0,2.0,84.0,1825,1.0
0.0,298.33,2.0,1125.0,Entire home/apt,12,3.0,6.0,15.0,1825,3.5
0.0,79.0,4.0,1125.0,Entire home/apt,4,1.0,2.0,13.0,1394,1.0
0.0,50.0,13.0,1125.0,Entire home/apt,3,1.2846153846153847,2.0,60.0,1276,1.0
0.0,91.67,7.0,1125.0,Entire home/apt,2,1.0,1.0,167.0,2132,1.5
0.0,50.67,2.0,30.0,Entire home/apt,2,1.0554016620498614,1.0,41.0,1269,1.0
0.0,75.0,2.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,43.0,3239,1.0
1.0,60.0,20.0,1125.0,Entire home/apt,2,1.0,1.0,40.0,2816,1.0
0.0,150.0,1.0,60.0,Entire home/apt,4,2.0,4.0,1.0,2049,1.0
1.0,160.0,30.0,1125.0,Entire home/apt,12,6.0,12.0,0.0,1243,2.0
1.0,99.0,10.0,1125.0,Entire home/apt,4,2.0,4.0,4.0,1243,1.0
1.0,89.0,14.0,1125.0,Entire home/apt,4,1.0,4.0,0.0,1243,1.0
1.0,89.0,14.0,1125.0,Entire home/apt,4,2.0,4.0,2.0,1243,1.0
1.0,99.0,10.0,1125.0,Entire home/apt,6,2.0,6.0,1.0,1243,1.0
1.0,89.0,14.0,1125.0,Entire home/apt,4,2.0,4.0,0.0,1243,1.0
1.0,89.0,14.0,1125.0,Entire home/apt,4,2.0,4.0,1.0,1243,1.0
1.0,160.0,14.0,1125.0,Entire home/apt,10,5.0,10.0,0.0,1243,4.0
1.0,120.0,14.0,1125.0,Entire home/apt,10,5.0,10.0,0.0,1243,2.0
0.0,34.0,2.0,60.0,Private room,2,1.0,1.0,30.0,1444,1.0
0.0,35.0,2.0,30.0,Private room,2,1.0,1.0,11.0,1444,0.5
0.0,175.0,3.0,30.0,Entire home/apt,4,2.0,2.0,0.0,1444,1.0
0.0,45.0,2.0,30.0,Private room,2,1.0,1.0,5.0,1444,1.0
0.0,60.0,2.0,9.0,Private room,2,1.0,1.0,1.0,1444,1.0
1.0,76.67,2.0,1125.0,Entire home/apt,4,1.0,4.0,8.0,2209,1.0
0.0,145.67,2.0,1125.0,Entire home/apt,4,2.0,2.0,40.0,3307,2.0
0.0,110.0,2.0,60.0,Entire home/apt,6,2.0,2.0,69.0,1234,1.0
0.0,74.33,2.0,1125.0,Entire home/apt,2,1.0554016620498614,3.0,27.0,2294,1.0
0.0,59.0,2.0,1125.0,Entire home/apt,4,1.0,2.0,110.0,1520,1.0
0.0,48.67,2.0,362.0,Entire home/apt,4,1.0,2.0,86.0,1520,1.0
0.0,45.0,2.0,1125.0,Private room,1,1.0,1.0,6.0,1457,1.5
1.0,63.67,1.0,1125.0,Entire home/apt,2,1.0,1.0,201.0,1293,1.0
1.0,75.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,13.0,1293,1.5
0.0,76.0,1.0,1125.0,Private room,2,1.0,1.0,1.0,1293,1.5
1.0,174.33,2.0,1125.0,Entire home/apt,4,2.0,3.0,4.0,1220,1.0
1.0,95.33,2.0,1125.0,Entire home/apt,2,1.0,1.0,5.0,1220,1.0
0.0,90.0,2.0,5.0,Entire home/apt,2,1.0,1.0,0.0,3263,1.0
1.0,50.0,5.0,1125.0,Entire home/apt,2,1.0,2.0,7.0,1219,1.0
0.0,40.0,1.0,1125.0,Private room,1,1.0,1.4600985221674876,47.0,1214,1.0
0.0,100.0,1.0,1125.0,Private room,4,2.0,2.0,2.0,1214,1.0
0.0,45.0,1.0,1125.0,Private room,1,1.0,1.0,0.0,1214,1.0
0.0,65.0,1.0,14.0,Private room,3,2.0,2.0,27.0,1922,1.5
1.0,111.0,6.0,1125.0,Entire home/apt,5,3.0,3.0,29.0,1672,1.5
0.0,171.0,1.0,1125.0,Entire home/apt,5,2.0,2.0,107.0,3252,2.5
0.0,43.0,1.0,1125.0,Entire home/apt,4,1.0,1.0,29.0,2658,1.0
0.0,75.0,2.0,120.0,Entire home/apt,2,1.0554016620498614,1.0,47.0,1206,1.0
1.0,50.0,1.0,7.0,Private room,2,1.0,1.0,24.0,1225,1.0
0.0,65.0,2.0,1125.0,Entire home/apt,5,2.0,4.0,12.0,2034,1.0
0.0,75.0,2.0,1125.0,Entire home/apt,5,2.0,4.0,0.0,2034,1.5
0.0,110.67,2.0,1125.0,Entire home/apt,2,1.0,1.0,69.0,1202,1.5
0.0,76.67,2.0,1125.0,Entire home/apt,2,1.0,1.0,76.0,1913,1.0
0.0,50.0,2.0,1125.0,Entire home/apt,4,2.0,3.0,1.0,1960,1.5
0.0,45.0,2.0,1125.0,Entire home/apt,2,1.0,2.0,10.0,1960,1.5
0.0,41.0,2.0,1125.0,Private room,2,1.0,1.0,33.0,1766,1.0
0.0,75.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,10.0,2067,1.0
0.0,45.0,3.0,1125.0,Entire home/apt,4,1.0,3.0,44.0,2807,1.5
1.0,55.0,7.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,6.0,1190,1.0
0.0,100.0,2.0,31.0,Entire home/apt,4,2.0,2.0,9.0,3219,1.0
1.0,190.0,2.0,15.0,Entire home/apt,7,4.0,6.0,9.0,1723,1.0
1.0,40.33,1.0,7.0,Private room,2,1.0,1.0,127.0,2231,1.0
0.0,39.0,1.0,3.0,Private room,2,1.0,1.0,27.0,3177,1.0
1.0,55.0,3.0,7.0,Entire home/apt,4,2.0,2.0,1.0,3177,1.0
0.0,45.0,1.0,2.0,Private room,2,1.0,1.0,1.0,3177,1.0
0.0,65.0,1.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,0.0,3177,1.0
0.0,90.0,6.0,1125.0,Entire home/apt,2,2.0,2.0,3.0,2485,1.0
0.0,293.33,2.0,1125.0,Entire home/apt,8,4.0,5.0,34.0,2842,3.0
1.0,39.0,2.0,1125.0,Entire home/apt,4,1.0,1.0,47.0,2387,1.0
0.0,39.0,2.0,14.0,Entire home/apt,3,1.0,2.0,8.0,2387,1.5
0.0,55.0,2.0,60.0,Entire home/apt,2,1.0,2.0,9.0,2427,1.0
0.0,100.0,1.0,123.0,Entire home/apt,2,1.0554016620498614,1.0,0.0,1177,1.5
0.0,95.0,7.0,365.0,Entire home/apt,6,2.0,3.0,0.0,1932,2.0
0.0,391.67,1.0,60.0,Entire home/apt,16,5.0,10.0,13.0,2317,3.5
1.0,59.0,1.67,14.0,Private room,2,1.0,1.0,4.0,2317,1.0
1.0,55.0,1.0,90.0,Private room,2,1.0,1.0,9.0,2317,1.0
1.0,75.0,1.33,14.0,Private room,4,1.0,1.0,4.0,2317,1.0
1.0,75.0,1.33,14.0,Private room,6,1.0,1.0,8.0,2317,1.0
1.0,75.0,1.0,14.0,Private room,6,1.0,2.0,17.0,2317,1.0
0.0,30.0,1.0,30.0,Private room,2,1.0,2.0,7.0,1339,1.0
1.0,125.0,2.0,14.0,Entire home/apt,4,2.0,2.0,2.0,1162,1.0
0.0,55.0,2.0,1125.0,Entire home/apt,4,1.0,2.0,14.0,1155,1.0
0.0,49.0,5.0,1125.0,Entire home/apt,2,1.0,1.0,15.0,924,1.0
0.0,59.0,2.0,1125.0,Entire home/apt,2,1.0,2.0,3.0,2062,1.0
0.0,70.0,1.0,1125.0,Private room,2,1.0,1.0,20.0,3707,1.0
0.0,32.0,60.0,1125.0,Entire home/apt,2,2.0,1.0,1.0,1653,1.0
0.0,75.0,2.0,1125.0,Private room,3,1.0,3.0,40.0,1282,1.0
0.0,69.0,2.0,1125.0,Entire home/apt,2,2.0,1.0,26.0,2117,1.5
0.0,81.33,2.0,1125.0,Entire home/apt,2,1.0,1.0,95.0,1147,1.0
0.0,123.0,2.0,1125.0,Entire home/apt,4,2.0,2.0,57.0,1145,3.5
0.0,96.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,27.0,1143,1.5
0.0,200.0,1.0,1125.0,Entire home/apt,4,2.0,2.0,57.0,1141,1.5
0.0,200.0,1.0,1125.0,Entire home/apt,4,2.0,2.0,72.0,1141,1.5
0.0,200.0,1.0,1125.0,Entire home/apt,4,2.0,2.0,46.0,1141,1.5
0.0,200.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,21.0,1141,1.0
0.0,96.67,4.0,1125.0,Entire home/apt,2,1.0,1.0,6.0,1141,1.5
0.0,115.0,4.0,1125.0,Entire home/apt,2,1.0,1.0,2.0,1141,1.5
0.0,65.0,30.0,1125.0,Entire home/apt,2,1.0554016620498614,2.0,22.0,1692,1.0
0.0,73.0,1.0,1125.0,Hotel room,2,1.0,2.0,19.0,1160,1.0
0.0,88.0,1.0,1125.0,Hotel room,2,1.0,2.0,26.0,1160,1.0
0.0,95.0,1.0,1125.0,Hotel room,2,1.0,1.0,0.0,1160,1.0
0.0,102.0,1.0,1125.0,Hotel room,2,1.0,2.0,0.0,1160,1.0
0.0,153.0,1.0,1125.0,Hotel room,4,2.0,3.0,2.0,1160,1.0
0.0,80.0,1.0,1125.0,Hotel room,2,1.0,2.0,3.0,1160,1.0
0.0,73.0,1.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,6.0,1160,1.0
1.0,66.0,7.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,0.0,1160,1.0
0.0,68.0,1.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,0.0,1160,1.0
0.0,88.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,28.0,1160,1.0
1.0,79.0,7.0,1125.0,Entire home/apt,2,1.0,1.0,1.0,1160,1.0
1.0,55.0,1.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,115.0,1454,1.5
1.0,131.67,1.0,1125.0,Entire home/apt,4,1.0,2.0,75.0,1481,1.0
1.0,132.33,1.0,1125.0,Entire home/apt,4,1.0,3.0,48.0,1481,1.5
1.0,70.0,1.0,1125.0,Entire home/apt,4,1.0,2.0,43.0,1481,0.5
1.0,90.0,1.0,1125.0,Entire home/apt,4,1.0,2.0,42.0,1481,1.5
1.0,133.33,1.0,1125.0,Entire home/apt,4,1.0,2.0,106.0,1481,1.5
1.0,80.0,1.0,1125.0,Entire home/apt,4,1.0,2.0,54.0,1481,1.5
1.0,170.0,1.0,1125.0,Entire home/apt,4,1.0,2.0,98.0,1481,1.5
1.0,96.67,1.0,1125.0,Entire home/apt,4,1.0,2.0,19.0,1481,1.5
0.0,75.0,2.0,14.0,Entire home/apt,4,1.0,2.0,31.0,2712,1.0
0.0,33.0,1.0,10.0,Entire home/apt,2,1.0,2.0,58.0,1158,1.0
0.0,48.67,1.0,10.0,Entire home/apt,2,1.0,2.0,32.0,1158,1.0
0.0,49.0,1.0,7.0,Entire home/apt,2,1.0,2.0,39.0,1158,1.0
0.0,49.0,1.0,7.0,Entire home/apt,2,1.0,2.0,32.0,1158,1.0
0.0,33.33,1.0,10.0,Entire home/apt,2,1.0,2.0,61.0,1158,1.0
0.0,49.0,1.0,10.0,Entire home/apt,2,1.0,2.0,41.0,1158,1.0
0.0,34.0,1.0,1125.0,Private room,1,1.0192307692307692,1.0,1.0,1149,0.0
1.0,116.67,4.0,1125.0,Entire home/apt,4,1.0,1.0,15.0,2972,1.0
0.0,60.0,2.0,1125.0,Entire home/apt,4,1.0,2.0,7.0,3399,1.0
0.0,40.0,1.0,1125.0,Private room,2,1.0,1.0,31.0,1314,1.5
1.0,116.0,2.0,1125.0,Entire home/apt,4,2.0,4.0,99.0,1124,2.0
0.0,100.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,3.0,1159,1.0
0.0,89.33,2.0,1125.0,Entire home/apt,4,2.0,3.0,59.0,1356,1.0
0.0,99.0,2.0,1125.0,Entire home/apt,4,2.0,2.0,15.0,1356,1.0
0.0,68.0,3.0,1125.0,Entire home/apt,2,1.0,1.0,29.0,1117,1.0
1.0,60.0,20.0,1125.0,Entire home/apt,4,1.0,2.0,104.0,1338,1.0
1.0,75.0,20.0,1125.0,Entire home/apt,4,1.6022099447513811,2.0,103.0,1338,1.0
1.0,60.0,14.0,1125.0,Entire home/apt,4,1.0,2.0,55.0,1338,1.0
0.0,50.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,89.0,2829,1.5
0.0,43.33,1.0,1125.0,Private room,2,1.0,1.0,77.0,2729,1.0
1.0,28.0,1.0,1125.0,Private room,1,1.0,1.0,12.0,2729,1.0
0.0,40.0,2.0,5.0,Private room,1,1.0,1.0,5.0,1595,1.0
0.0,60.0,2.33,1125.0,Entire home/apt,2,1.0,1.0,67.0,1091,1.0
0.0,53.0,2.0,1125.0,Entire home/apt,2,1.0,2.0,91.0,2190,1.0
1.0,96.67,2.0,1125.0,Entire home/apt,4,1.6022099447513811,3.0,97.0,2459,1.0
1.0,42.0,6.0,1125.0,Entire home/apt,2,1.0,1.0,14.0,2209,1.0
1.0,88.0,1.0,1125.0,Hotel room,1,1.0,2.0,0.0,1312,1.0
0.0,74.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,39.0,2724,1.0
0.0,300.0,1.0,1125.0,Entire home/apt,4,2.0,3.0,19.0,2181,1.0
0.0,205.0,2.0,30.0,Entire home/apt,6,3.0,3.0,23.0,1077,1.5
1.0,50.0,2.0,1125.0,Private room,1,1.0192307692307692,1.0,26.0,1842,1.0
0.0,108.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,7.0,1074,1.0
0.0,56.67,1.0,1125.0,Entire home/apt,4,1.0,2.0,120.0,1578,1.5
0.0,60.33,1.0,1125.0,Entire home/apt,6,2.0,3.0,116.0,1578,1.5
0.0,63.33,1.0,1125.0,Entire home/apt,4,1.0,2.0,84.0,1578,1.5
0.0,60.0,1.0,1125.0,Entire home/apt,4,1.0,2.0,107.0,1578,1.5
0.0,59.0,1.0,1125.0,Entire home/apt,6,2.0,3.0,106.0,1578,1.5
0.0,80.0,1.0,6.0,Entire home/apt,2,1.0,1.0,7.0,1097,1.0
0.0,59.0,1.0,1125.0,Entire home/apt,2,1.0,2.0,32.0,3109,1.0
1.0,216.67,2.0,1125.0,Entire home/apt,5,4.0,4.0,6.0,3309,1.5
0.0,80.0,2.0,11.0,Entire home/apt,5,2.0,2.0,2.0,3178,1.5
1.0,300.0,2.0,1125.0,Entire home/apt,12,2.0,7.0,67.0,1597,1.5
0.0,59.0,30.0,210.0,Entire home/apt,5,3.0,3.0,1.0,2288,1.0
0.0,99.0,3.0,7.0,Entire home/apt,2,1.0,1.0,0.0,2871,1.5
1.0,68.67,4.0,120.0,Entire home/apt,2,1.0,2.0,1.0,1537,1.0
0.0,42.67,1.0,4.0,Private room,2,1.0,1.0,62.0,1065,1.0
0.0,119.0,14.0,1000.0,Entire home/apt,6,3.0,6.0,0.0,1064,2.0
1.0,119.0,14.0,1000.0,Entire home/apt,5,2.0,5.0,0.0,1064,2.0
1.0,61.0,14.0,1125.0,Entire home/apt,2,1.0,2.0,0.0,1064,1.0
1.0,99.0,14.0,1125.0,Entire home/apt,5,2.0,5.0,0.0,1064,1.0
1.0,119.0,14.0,1125.0,Entire home/apt,6,3.0,6.0,0.0,1064,2.0
1.0,249.0,15.0,1124.0,Entire home/apt,16,7.0,16.0,0.0,1064,3.5
1.0,99.0,21.0,1000.0,Entire home/apt,5,2.0,5.0,0.0,1064,2.0
1.0,190.0,15.0,1000.0,Entire home/apt,11,4.0,11.0,0.0,1064,3.0
1.0,220.0,4.0,21.0,Entire home/apt,3,1.0,1.0,0.0,2177,1.0
